movie_id,movie_title,director(s),top_5_cast
398181,You Were Never Really Here,Lynne Ramsay,"Joaquin Phoenix (Joe)
Judith Roberts (Joe's Mother)
Ekaterina Samsonov (Nina Votto)
John Doman (John McCleary)
Alex Manette (Senator Albert Votto)"
304357,Woman in Gold,Simon Curtis,"Helen Mirren (Maria Altmann)
Ryan Reynolds (Randol Schoenberg)
Tatiana Maslany (Young Maria Altmann)
Katie Holmes (Pam Schoenberg)
Max Irons (Fritz Altmann)"
889699,Holy Spider,Ali Abbasi,"Zar Amir Ebrahimi (Rahimi)
Mehdi Bajestani (Saeed)
Arash Ashtiani (Sharifi)
Forouzan Jamshidnejad (Fatima)
Sina Parvaneh (Rostami)"
629028,Mission: Possible,Kim Hyung-joo,"Kim Young-kwang (Woo Soo-han)
Lee Sun-bin (Yoo Da-hee)
Oh Dae-hwan (Jeon-hoon)
Seo Hyun-chul (Chief Detective)
Choi Byung-mo (Cha-oh)"
371638,The Disaster Artist,James Franco,"Dave Franco (Greg / 'Mark')
James Franco (Tommy / 'Johnny')
Seth Rogen (Sandy)
Ari Graynor (Juliette / 'Lisa')
Alison Brie (Amber)"
1056380,The Coffee Table,Caye Casas,"David Pareja (Jesus)
Estefanía de los Santos (María)
Josep Maria Riera (Carlos)
Claudia Riera (Cristina)
Eduardo Antuña (Salesman)"
5833,Casper's Haunted Christmas,Owen Hurley,"David Kaye (Narrator (voice))
Brendon Ryan Barrett (Casper (voice))
Kathleen Barr (Carol Jollimor (voice))
Ian James Corlett (Little Kind (voice))
Graeme Kingston (Falso (voice))"
74126,Record of a Tenement Gentleman,Yasujirō Ozu,"Chōko Iida (Otane)
Hōhi Aoki (Kohei)
Mitsuko Yoshikawa (Kikuko)
Chishū Ryū (Tashiro)
Eitarō Ozawa (Father)"
10808,Dr. Dolittle 2,Steve Carr,"Eddie Murphy (Dr. John Dolittle)
Kristen Wilson (Lisa Dolittle)
Kyla Pratt (Maya Dolittle)
Raven-Symoné (Charisse Dolittle)
Steve Zahn (Archie (voice))"
870096,Restart the Earth,Lin Zhenzhao,"He Shengming (Yang Hao)
Mi Luo (Li Mo)
Michelle Ye Xuan (Ye Yan)
Yu Rongguang (Senior Officer)
Li Ning (Fang Yong)"
296989,The Other Side of The SEX,"Yujiro Enoki, Hidekazu Takahara","Tatsurō Hibino (Self)
Kenji Hayami (Self)
Yuto Kuroda (Self)
Taka Katou (Self)
Ryuji Yamamoto (Self)"
788752,Viking Wolf,Stig Svendsen,"Elli Rhiannon Müller Osborne (Thale Berg)
Liv Mjönes (Liv Berg)
Vidar Magnussen (Arthur Berg)
Mia Fosshaug Laubacher (Jenny Berg)
Arthur Hakalahti (William Nordvaag)"
419825,The Phoenix Tapes '97,Turner Clay,"Turner Clay
Peter Miller"
222071,Old Women,Gennadi Sidorov,"Valentina Berezutskaya
Tamara Klimova
Anastasia Lyubimova
Zoya Norkina
Gennadi Sidorov"
20182,Alien Abduction: Incident in Lake County,Dean Alioto,"Benz Antoine (Matthew)
Kristian Ayre (Tommy McPherson)
Gillian Barber (Roselyn McPherson)
Michael Buie (Brian McPherson)
Emmanuelle Chriqui (Renee)"
7874,Black Snake Moan,Craig Brewer,"Christina Ricci (Rae)
Samuel L. Jackson (Lazarus)
Justin Timberlake (Ronnie Morgan)
S. Epatha Merkerson (Angela)
John Cothran (Reverend R. L.)"
1022964,Candy Cane Lane,Reginald Hudlin,"Eddie Murphy (Chris Carver)
Tracee Ellis Ross (Carol Carver)
Jillian Bell (Pepper)
Genneya Walton (Joy Carver)
Thaddeus J. Mixson (Nick Carver)"
960876,Dunki,Rajkumar Hirani,"Shah Rukh Khan (Hardayal 'Hardy' Singh Dhillon)
Taapsee Pannu (Manu Randhawa)
Vikram Kochhar (Buggu Lakhanpal)
Anil Grover (Balli Kakkad)
Boman Irani (Geetu Gulati)"
86829,Inside Llewyn Davis,"Ethan Coen, Joel Coen","Oscar Isaac (Llewyn Davis)
Carey Mulligan (Jean)
Justin Timberlake (Jim)
Ethan Phillips (Mitch Gorfein)
Robin Bartlett (Lillian Gorfein)"
1215185,Undercover,Arantxa Echevarría,"Carolina Yuste (Arantxa Berradre / Marina Marín)
Luis Tosar (Ángel ""el Inhumano"")
Víctor Clavijo (Teruel)
Nausicaa Bonnín (Andrea)
Iñigo Gastesi (Kepa Etxebarria)"
11170,We Are Marshall,McG,"Matthew McConaughey (Jack Lengyel)
Matthew Fox (Red Dawson)
Anthony Mackie (Nate Ruffin)
David Strathairn (President Dedmon)
Ian McShane (Paul Griffen)"
844,2046,Wong Kar-wai,"Tony Leung (Chow Mo Wan)
Gong Li (Su Li Zhen)
Faye Wong (Wang Jing Wen)
Takuya Kimura (Tak)
Zhang Ziyi (Bai Ling)"
942199,Simulant,April Mullen,"Robbie Amell (Evan)
Jordana Brewster (Faye)
Simu Liu (Casey)
Sam Worthington (Kessler)
Alicia Sanz (Esmé)"
265268,Hurra...die deutsche Sex-Partei,Hans D. Bornhauser,"Michael Conti (Klaus Bauer)
Lisa Lotz (Rita)
Angela Adams
Johannes Buzalski (Spanner)
Sissy Engl (Hilde Munk)"
653598,Spree,Eugene Kotlyarenko,"Joe Keery (Kurt Kunkle)
Sasheer Zamata (Jessie Adams)
David Arquette (Kris Kunkle)
Joshua Ovalle (Bobby)
A.J. Del Cueto (Spree Rider)"
554241,Playing with Fire,Andy Fickman,"John Cena (Jake “Soup” Carson)
Keegan-Michael Key (Mark)
John Leguizamo (Rodrigo)
Tyler Mane (Axe)
Brianna Hildebrand (Brynn)"
852448,I Came By,Babak Anvari,"George MacKay (Toby Nealey)
Percelle Ascott (Jameel 'Jay' Agassi)
Kelly Macdonald (Lizzie Nealey)
Varada Sethu (Naserine 'Naz' Raheem)
Franc Ashman (DS Ella Lloyd)"
15714,Like Minds,Gregory J. Read,"Eddie Redmayne (Alex Forbes)
Tom Sturridge (Nigel Colbie)
Toni Collette (Sally)
Richard Roxburgh (McKenzie)
Kate Maberly (Susan Mueller)"
1315706,Sijjin 8,Alper Mestçi,N/A
921636,The Out-Laws,Tyler Spindel,"Adam Devine (Owen Browning)
Nina Dobrev (Parker McDermott)
Pierce Brosnan (Billy McDermott)
Ellen Barkin (Lilly McDermott)
Julie Hagerty (Margie Browning)"
374771,Riddick: Furya,David Twohy,Vin Diesel (Richard B. Riddick)
169209,Empire State,Dito Montiel,"Liam Hemsworth (Chris Potamitis)
Dwayne Johnson (Detective James Ransome)
Emma Roberts (Nancy Michaelides)
Nikki Reed (Lizzette)
Michael Angarano (Eddie)"
399897,Siren XXX: Magical Pleasure,Shintarô Ashizuka,"Marica Hase (Siren)
Yuko Sakurai (Kazumi Nishijima)
Ryuki Nishimoto (Kenji Ishikawa)
Nao Okabe (Takuya Nishijima)"
336746,Manhood,Jonathan Gelvan,"Christoffer Jensen (Silas)
Stine Kleist (Mother)
Ken Anthony (Morten)
Claus Michaelsen (Client)
Carsten Schiødte (Client)"
951,Kindergarten Cop,Ivan Reitman,"Arnold Schwarzenegger (John Kimble)
Penelope Ann Miller (Joyce Palmieri)
Pamela Reed (Det. Phoebe O'Hara)
Linda Hunt (Miss Schlowski)
Richard Tyson (Cullen Crisp)"
500916,Primal,Nick Powell,"Nicolas Cage (Frank Walsh)
Famke Janssen (Dr. Ellen Taylor)
Kevin Durand (Richard Loffler)
Jeremy Jay Nazario (Rafael)
LaMonica Garrett (John Ringer)"
972731,"2025: Blood, White & Blue",Josh E. Williams,"Grid Margraf (Bill Wilson)
Sheila Ellis (Agent Denise Carter)
Natasha Dee Davis (Veronica)
Doug Boethin (Tom Lee Harris)
Eugene Magana (Secret Service Agent)"
632065,House Party,Calmatic,"Jacob Latimore (Kevin)
Tosin Cole (Damon)
Karen Obilom (Venus)
D.C. Young Fly (Vic)
Kid Cudi (Scott Mescudi)"
1494,Curse of the Golden Flower,Zhang Yimou,"Chow Yun-Fat (Emperor Ping)
Gong Li (Empress Phoenix)
Jay Chou (Prince Zhai)
Liu Ye (Crown Prince Wan)
Qin Junjie (Prince Yu)"
703771,Deathstroke: Knights & Dragons - The Movie,Sung Jin Ahn,"Michael Chiklis (Slade Wilson / Deathstroke (voice))
Sasha Alexander (Adeline 'Addie' Kane Wilson (voice))
Chris Jai Alex (Jackal (voice))
Faye Mata (H.I.V.E. Queen / Jade (voice))
Griffin Puatu (Joseph Wilson / Jericho (voice))"
3432,Mr. Brooks,Bruce A. Evans,"Kevin Costner (Earl Brooks)
Demi Moore (Det. Tracy Atwood)
Dane Cook (Mr. Smith)
William Hurt (Marshall)
Marg Helgenberger (Emma Brooks)"
104732,Sexy Baby,"Ronna Gradus, Jill Bauer","Winnifred Bonjean Alpart
Jennifer Bonjean
Ken Alpart
Nakita Kash"
74534,The Best Exotic Marigold Hotel,John Madden,"Bill Nighy (Douglas Ainslie)
Maggie Smith (Muriel Donnelly)
Tom Wilkinson (Graham Dashwood)
Judi Dench (Evelyn Greenslade)
Dev Patel (Sonny Kapoor)"
54065,Bambola,Bigas Luna,"Valeria Marini (Mina 'Bambola')
Stefano Dionisi (Flavio)
Jorge Perugorría (Furio)
Manuel Bandera (Settimio)
Anita Ekberg (Mamma Greta)"
327,Brother,Takeshi Kitano,"Takeshi Kitano (Aniki Yamamoto)
Omar Epps (Denny)
Claude Maki (Ken)
Susumu Terajima (Kato)
Masaya Katō (Shirase)"
3041,In Bed,Matías Bize,"Blanca Lewin (Daniela)
Gonzalo Valenzuela (Bruno)"
2321,Married to the Mob,Jonathan Demme,"Michelle Pfeiffer (Angela de Marco)
Matthew Modine (Mike Downey)
Dean Stockwell (Tony Russo)
Alec Baldwin (Frank de Marco)
Mercedes Ruehl (Connie Russo)"
94348,Alex Cross,Rob Cohen,"Tyler Perry (Dr. Alex Cross)
Edward Burns (Tommy Kane)
Matthew Fox (Picasso)
Rachel Nichols (Monica Ashe)
Carmen Ejogo (Maria Cross)"
596161,Let Him Go,Thomas Bezucha,"Diane Lane (Margaret Blackledge)
Kevin Costner (George Blackledge)
Kayli Carter (Lorna Blackledge)
Lesley Manville (Blanche Weboy)
Will Brittain (Donnie Weboy)"
224141,Into the Woods,Rob Marshall,"Anna Kendrick (Cinderella)
Meryl Streep (Witch)
James Corden (Baker)
Emily Blunt (Baker's Wife)
Daniel Huttlestone (Jack)"
43372,Bellissima,Luchino Visconti,"Anna Magnani (Maddalena Cecconi)
Walter Chiari (Alberto Annovazzi)
Tina Apicella (Maria Cecconi)
Gastone Renzelli (Spartaco Cecconi)
Tecla Scarano (Tilde Spernanzoni)"
60599,Arbitrage,Nicholas Jarecki,"Richard Gere (Robert Miller)
Susan Sarandon (Ellen Miller)
Tim Roth (Det. Michael Bryer)
Brit Marling (Brooke Miller)
Laetitia Casta (Julie Cote)"
1141233,Super Papa,Léa Lando,"Ahmed Sylla (Tom)
Ismaël Bangoura (Gaby)
Julien Pestel (Etienne)
Louise Coldefy (Mathilde)
Zabou Breitman (Sylvie)"
2669,The Bounty,Roger Donaldson,"Mel Gibson (Fletcher Christian)
Anthony Hopkins (Lieutenant  William Bligh)
Daniel Day-Lewis (John Fryer)
Bernard Hill (William Cole)
Phil Davis (Edward Young)"
23126,Midnight Manhunt,William C. Thomas,"William Gargan (Pete Willis)
Ann Savage (Sue Gallagher)
Leo Gorcey (Clutch Tracy)
George Zucco (Jelke)
Paul Hurst (Murphy)"
16161,Baby Boy,John Singleton,"Tyrese Gibson (Joseph Summers)
Taraji P. Henson (Yvette)
Omar Gooding (Sweetpea)
Ving Rhames (Melvin 'Mel')
Snoop Dogg (Rodney)"
246741,What We Do in the Shadows,"Jemaine Clement, Taika Waititi","Jemaine Clement (Vladislav)
Taika Waititi (Viago)
Jonny Brugh (Deacon)
Cori Gonzalez-Macuer (Nick)
Stu Rutherford (Stu)"
1262,Stranger Than Fiction,Marc Forster,"Will Ferrell (Harold Crick)
Maggie Gyllenhaal (Ana Pascal)
Dustin Hoffman (Professor Jules Hilbert)
Emma Thompson (Karen Eiffel)
Queen Latifah (Penny Escher)"
409282,Taboo - New Sister,Kook Man-joong,"Jeong Yoon-I (Tae-hee)
Lee Yoo-rin (Mrs. Song)
Min Joon (President Jang)
Kim Yeong-sik (Seong-ho)
Do Mo-se (Mr. Kim)"
1377650,Boonie Bears: Future Reborn,Yongchang Lin,"Tan Xiao (Vick (voice))
Zhang Bingjun (Brambie (voice))
Zhang Wei (Briar (voice))
Siqi Liu (Xiaoliang (voice))"
1136318,Battle Over Britain,Callum Burn,"Arnold Voysey (Andrew Sharp)
Vin Hawke (Nathan Walker)
Hannah Harris (Nancy White)
Chris Clynes (Laurence Stanhope)
Tom Gordon (Michael Cochrane)"
115384,Bulldog Drummond's Peril,James P. Hogan,"John Barrymore (Colonel Neilson)
John Howard (Captain Hugh 'Bulldog' Drummond)
Louise Campbell (Phyllis Clavering)
Reginald Denny (Algy Longworth)
E. E. Clive (Tenny)"
726208,Don't Listen,Ángel Gómez Hernández,"Rodolfo Sancho (Daniel)
Rodolfo Sancho (Daniel)
Ramón Barea (Germán)
Ramón Barea (Germán)
Nerea Barros (Sofia)"
702037,Finley,J. Zachary Thurman,"Alexa Leigh Fletcher (Jennifer)
Brooke Wallace (Alexandra)
Keith Dowsett (Chris)
Chase Anderson (Burglar #1)
Mike Pearson (Burglar #2)"
25875,Silk,Su Chaobin,"Chang Chen (Tung)
Yosuke Eguchi (Hashimoto)
Karena Lam Kar-Yan (Wei)
Barbie Hsu (Su)
Chen Bolin (Ren)"
628917,An American Pickle,Brandon Trost,"Seth Rogen (Herschel Greenbaum / Ben Greenbaum)
Sarah Snook (Sarah Greenbaum)
Molly Evensen (Clara)
Eliot Glazer (Christian)
Kalen Allen (Kevin)"
28510,Universal Soldier: Regeneration,John Hyams,"Jean-Claude Van Damme (Luc Deveraux)
Dolph Lundgren (Andrew Scott)
Andrei Arlovski (NGU)
Mike Pyle (Captain Kevin Burke)
Corey Johnson (Coby)"
9562,Timeline,Richard Donner,"Paul Walker (Chris Johnston)
Frances O'Connor (Kate Ericson)
Gerard Butler (Andre Marek)
Billy Connolly (Professor E.A. Johnston)
David Thewlis (Robert Doniger)"
97051,Would You Rather,David Guy Levy,"Brittany Snow (Iris)
Jeffrey Combs (Shepard Lambrick)
Jonny Coyne (Bevans)
Lawrence Gilliard Jr. (Dr. Barden)
Enver Gjokaj (Lucas)"
210860,Mortdecai,David Koepp,"Johnny Depp (Charlie Mortdecai)
Gwyneth Paltrow (Johanna Mortdecai)
Ewan McGregor (Inspector Alistair Martland)
Paul Bettany (Jock Strapp)
Jonny Pasvolsky (Emil Strago)"
2977,Becoming Jane,Julian Jarrold,"Anne Hathaway (Jane Austen)
James McAvoy (Tom Lefroy)
Julie Walters (Mrs. Austen)
James Cromwell (Mr. Austen)
Maggie Smith (Lady Gresham)"
741689,Everyone Is There,Ryu Seung-Jin,"Roh Jeong-eui (Soo-Yeon)
Lee You-mi (Lee Gyu-Jin)
Geum Sae-rok (Kan Il-Young)"
11973,Thirteen Days,Roger Donaldson,"Kevin Costner (Kenneth O'Donnell)
Bruce Greenwood (John F. Kennedy)
Steven Culp (Robert F. Kennedy)
Dylan Baker (Robert McNamara)
Michael Fairman (Adlai Stevenson)"
9012,Jackass: The Movie,Jeff Tremaine,"Johnny Knoxville (Self)
Bam Margera (Self)
Steve-O (Self)
Chris Pontius (Self)
Ryan Dunn (Self)"
43933,Monsters,Gareth Edwards,"Scoot McNairy (Andrew Kaulder)
Whitney Able (Samantha Wynden)
Mario Zuniga Benavides (Ticket Seller)
Annalee Jefferies (Homeless Woman)
Justin Hall (Marine)"
522241,The Courier,Dominic Cooke,"Benedict Cumberbatch (Greville Wynne)
Merab Ninidze (Oleg Penkovsky)
Rachel Brosnahan (Emily Donovan)
Jessie Buckley (Sheila Wynne)
Angus Wright (Dickie Franks)"
300168,Dragon Blade,Daniel Lee,"Jackie Chan (Huo Han)
John Cusack (Lucius)
Adrien Brody (Tiberius)
Sharni Vinson (The Queen)
Kevin Lee (Roman Soldier)"
210479,Locke,Steven Knight,"Tom Hardy (Ivan Locke)
Ruth Wilson (Katrina (voice))
Andrew Scott (Donal (voice))
Olivia Colman (Bethan (voice))
Tom Holland (Eddie (voice))"
539651,Don't Let Go,Jacob Aaron Estes,"David Oyelowo (Detective Jack Radcliff)
Storm Reid (Ashley Radcliff)
Mykelti Williamson (Bobby Owens)
Alfred Molina (Howard Keleshian)
Brian Tyree Henry (Garret Radcliff)"
10990,Mulholland Falls,Lee Tamahori,"Nick Nolte (Max Hoover)
Melanie Griffith (Katherine Hoover)
Chazz Palminteri (Elleroy Coolidge)
Michael Madsen (Eddie Hall)
Chris Penn (Arthur Relyea)"
97375,Detective Conan: The Lost Ship in the Sky,Yasuichiro Yamamoto,"Minami Takayama (Conan Edogawa (voice))
Kappei Yamaguchi (Shinichi Kudo / Kaito Kid (voice))
Wakana Yamazaki (Ran Mouri (voice))
Rikiya Koyama (Kogoro Mouri (voice))
Megumi Hayashibara (Ai Haibara (voice))"
64494,Malibu Express,Andy Sidaris,"Darby Hinton (Cody Abilene)
Darby Hinton (Cody Abilene)
Sybil Danning (Contessa Luciana)
Sybil Danning (Contessa Luciana)
Art Metrano (Matthew)"
10053,When a Stranger Calls,Simon West,"Camilla Belle (Jill Johnson)
Katie Cassidy (Tiffany Madison)
Tommy Flanagan (Stranger)
Brian Geraghty (Bobby)
Clark Gregg (Ben Johnson)"
230179,Big Game,Jalmari Helander,"Samuel L. Jackson (US President William Alan Moore)
Onni Tommila (Oskari)
Ray Stevenson (Morris)
Victor Garber (Vice President)
Mehmet Kurtuluş (Hazar)"
658009,Ip Man: Kung Fu Master,Li Liming,"Dennis To Yu-Hang (Ip Man)
Yuanli Ruoxin (Qing Chuang)
Tong Xiaohu (Director Yuan)
Yue Dongfeng (Qiao Wu)
Ren Yu (Tokugawa)"
482059,My Girlfriend's Mother,Lee Ri-dan,"Si Woo (Kyeong-joon)
Ahn So-hee (Ji-hye)
Min Joo (Ji-yeong)
Kang Soo-cheol (Tae-min)
Jung Jae-sik (Sang-min)"
437633,Real,Lee Sa-rang,"Kim Soo-hyun (Jang Tae-yeong)
Sung Dong-il (Jo Won-geun)
Lee Sung-min (Choi Jin-gi)
Sulli (Song Yoo-hwa)
Jo Woo-jin (Sa Do-jin)"
43795,Penny Serenade,George Stevens,"Cary Grant (Roger Adams)
Irene Dunne (Julie Gardiner Adams)
Beulah Bondi (Miss Oliver)
Edgar Buchanan (Applejack Carney)
Ann Doran (Dotty 'Dot')"
592984,Hillbilly Elegy,Ron Howard,"Amy Adams (Beverly ""Bev"" Vance)
Glenn Close (Bonnie ""Mamaw"" Vance)
Gabriel Basso (J.D. Vance)
Haley Bennett (Lindsay Vance)
Freida Pinto (Usha Chilukuri)"
351460,Death Note,Adam Wingard,"Nat Wolff (Light Turner)
LaKeith Stanfield (L)
Margaret Qualley (Mia Sutton)
Shea Whigham (James Turner)
Willem Dafoe (Ryuk (voice))"
9463,Vampire Hunter D,Toyoo Ashida,"Kaneto Shiozawa (D (voice))
Michie Tomizawa (Doris Lang (voice))
Seizô Katô (Count Magnus Lee (voice))
Ichiro Nagai (Left Hand / Narrator (voice))
Kazuyuki Sogabe (Rei Ginsei (voice))"
718444,Rogue,M.J. Bassett,"Megan Fox (Samantha O'Hara)
Philip Winchester (Joey Kasinski)
Greg Kriek (Mike Barasa)
Brandon Auret (Elijah Dekker)
Jessica Sutton (Asilia Wilson)"
26610,Insomnia,Erik Skjoldbjærg,"Stellan Skarsgård (Jonas Engström)
Sverre Anker Ousdal (Eric Vik)
Bjørn Floberg (Jon Holt)
Maria Mathiesen (Tanja Lorentzen)
Gisken Armand (Hilde Hagen)"
8426,Swallowtail Butterfly,Shunji Iwai,"Ayumi Ito (Ageha)
Yosuke Eguchi (Ryou Ryanki)
Chara (Glico)
Hiroshi Mikami (Feihong)
Andy Hui Chi-On (Maofu)"
1388808,Into the Deep,Christian Sesma,"Scout Taylor-Compton (Cassidy Branham)
Richard Dreyfuss (Seamus)
Stuart Townsend (Daemon Benz)
Jon Seda (Jordan Devane)
AnnaMaria Demara (Nancy Campbell)"
706503,Lost Bullet,Guillaume Pierret,"Alban Lenoir (Lino)
Nicolas Duvauchelle (Areski)
Rod Paradot (Quentin)
Ramzy Bedia (Charas)
Stéfi Celma (Julia)"
449563,Isn't It Romantic,Todd Strauss-Schulson,"Rebel Wilson (Natalie)
Liam Hemsworth (Blake)
Adam Devine (Josh)
Priyanka Chopra Jonas (Isabella)
Betty Gilpin (Whitney)"
1409850,The Death of Snow White,Jason Brooks,"Sanae Loutsis (Snow White)
Chelsea Edmundson (The Evil Queen)
Tristan Nokes (The Prince)
Meredith Binder (Evil Witch)
Risa Mei (Pollen)"
15263,McLintock!,Andrew V. McLaglen,"John Wayne (George Washington McLintock)
Maureen O'Hara (Katherine Gilhooley McLintock)
Patrick Wayne (Devlin Warren)
Stefanie Powers (Becky McLintock)
Jack Kruschen (Jake Birnbaum)"
38543,Ironclad,Jonathan English,"James Purefoy (Thomas Marshall)
Kate Mara (Lady Isabel)
Jason Flemyng (Becket)
Paul Giamatti (King John)
Brian Cox (Albany)"
33875,Pokémon Heroes,Kunihiko Yuyama,"Rica Matsumoto (Satoshi (voice))
Ikue Otani (Pikachu (voice))
Mayumi Izuka (Kasumi (voice))
Yuji Ueda (Takeshi (voice))
Satomi Korogi (Togepy (voice))"
161502,Tornado Warning,Tibor Takács,"Gerald McRaney (Dr. Jake Arledge)
Thea Gill (Dee Mazur)
David Millbern (Kirt Reid)
Steve Braun (Mark Scott)
Joan Van Ark (Mayor McAnders)"
10546,The Crow: City of Angels,Tim Pope,"Vincent Perez (Ashe Corven / The Crow)
Mia Kirshner (Sarah)
Iggy Pop (Curve)
Thomas Jane (Nemo)
Richard Brooks (Judah Earl)"
68924,The Ice Storm,Ang Lee,"Kevin Kline (Ben Hood)
Joan Allen (Elena Hood)
Sigourney Weaver (Janey Carver)
Jamey Sheridan (Jim Carver)
Christina Ricci (Wendy Hood)"
1128505,My Dead Friend Zoe,Kyle Hausmann-Stokes,"Sonequa Martin-Green (Merit)
Natalie Morales (Zoe)
Ed Harris (Dale)
Morgan Freeman (Dr. Cole)
Utkarsh Ambudkar (Alex)"
646955,Stuck Apart,"Durul Taylan, Yağmur Taylan","Engin Günaydın (Aziz)
Haluk Bilginer (Erbil)
Binnur Kaya (Kamuran)
Öner Erkan (Alp)
Fatih Artman (Cevdet)"
371608,The Strangers: Prey at Night,Johannes Roberts,"Bailee Madison (Kinsey)
Christina Hendricks (Cindy)
Martin Henderson (Mike)
Lewis Pullman (Luke)
Damian Maffei (Man in the Mask)"
751741,Night at the Museum: Kahmunrah Rises Again,Matt Danner,"Joshua Bassett (Nick Daley (voice))
Thomas Lennon (Teddy (voice))
Joseph Kamal (Kahmunrah (voice))
Akmal Saleh (Seth (voice))
Steve Zahn (Jedediah (voice))"
482204,My Sister-in-law's Job,No Hyun-jin,"Park Joo-bin
Min Do-yoon
Ji Soo-I
Jung Jae-sik"
252512,While We're Young,Noah Baumbach,"Ben Stiller (Josh Schrebnick)
Naomi Watts (Cornelia Schrebnick)
Adam Driver (Jamie Massey)
Amanda Seyfried (Darby Massey)
Charles Grodin (Leslie Breitbart)"
170657,Journey to the West: Conquering the Demons,Stephen Chow,"Wen Zhang (Chen Xuanzang / Tripitaka)
Shu Qi (Miss Duan)
Huang Bo (Monkey King)
Show Lo (Prince Vacant / Prince Important)
Lee Sheung-Ching (Fish Demon / Monk Sandy)"
262543,Automata,Gabe Ibáñez,"Antonio Banderas (Jacq Vaucan)
Melanie Griffith (Dr. Susan Dupré / Cleo (voice))
Birgitte Hjort Sørensen (Rachel Vaucan)
Dylan McDermott (Wallace)
Robert Forster (Robert Bold)"
13689,Peaceful Warrior,Victor Salva,"Scott Mechlowicz (Dan Millman)
Nick Nolte (Socrates)
Amy Smart (Joy)
Tim DeKay (Coach Garrick)
Ashton Holmes (Tommy)"
33273,Cell 211,Daniel Monzón,"Luis Tosar (Malamadre)
Alberto Ammann (Juan Oliver)
Antonio Resines (José Utrilla)
Carlos Bardem (Apache)
Félix Cubero (Germán)"
200505,Draft Day,Ivan Reitman,"Kevin Costner (Sonny Weaver Jr.)
Jennifer Garner (Ali Parker)
Denis Leary (Vince Penn)
Chadwick Boseman (Vontae Mack)
Frank Langella (Anthony Molina)"
21301,Barbershop 2: Back in Business,Kevin Rodney Sullivan,"Ice Cube (Calvin)
Cedric the Entertainer (Eddie)
Eve (Terri)
Sean Patrick Thomas (Jimmy)
Troy Garity (Isaac)"
223971,Hunt vs Lauda: F1's Greatest Racing Rivals,Matthew Whiteman,"Ed Stoppard (Self - Narrator (voice))
James Hunt (Self (archive footage))
Niki Lauda (Self)
Alastair Caldwell (Self - McLaren F1 Team Manager, 1976)
Daniele Audetto (Self - Ferrari F1 Team Manager, 1976)"
16391,Black Narcissus,"Emeric Pressburger, Michael Powell","Deborah Kerr (Sister Clodagh)
David Farrar (Mr. Dean)
Flora Robson (Sister Philippa)
Kathleen Byron (Sister Ruth)
Sabu (The Young General)"
39572,Zombie Apocalypse,Ryan Thompson,"Kenny James (Miller)
Michael Empson (Mark)
Michael Harthen (Tom)
Kelly Knoll (Raven)"
9359,Maverick,Richard Donner,"Mel Gibson (Bret Maverick)
Jodie Foster (Annabelle Bransford)
James Garner (Marshal Zane Cooper)
Graham Greene (Joseph)
Alfred Molina (Angel)"
653127,Female Hostel 3,Jo Tae-ho,"Park Hyun-jung
Kim In-ae
Yoon Da-hyeon
Choi Chul-min"
86081,The Regeneration,Raoul Walsh,"Rockliffe Fellowes (Owen [at 25] Conway)
Anna Q. Nilsson (Marie Deering)
William Sheer (Skinny)
Carl Harbaugh (Ames, District Attorney)
James A. Marcus (Jim Conway)"
1114777,A Song Sung Blue,Zihan Geng,"Zhou Meijun (Liu Xian)
Huang Ziqi (Jin Mingmei)
Liang Long (Liu's Father)
Liang Jing (Liu's Mother)
Lianji Liu (Mingmei's Mother)"
1187619,Shaitaan,Vikas Bahl,"Ajay Devgn (Kabir Rishi)
R. Madhavan (Vanraj Kashyap)
Janki Bodiwala (Jahnvi Rishi)
Jyothika (Jyoti Rishi)
Anngad Raaj (Dhruv Rishi)"
37725,It's a Boy Girl Thing,Nick Hurran,"Kevin Zegers (Woody Deane)
Samaire Armstrong (Nell Bedworth)
Sherry Miller (Katherine Bedworth)
Robert Joy (Ted Bedworth)
Sharon Osbourne (Della Deane)"
11328,Pusher II,Nicolas Winding Refn,"Mads Mikkelsen (Tonny)
Leif Sylvester (Smeden)
Kurt Nielsen (Kusse Kurt)
Anne Sørensen (Charlotte)
Øyvind Hagen-Traberg (Ø)"
1113120,Sons,Gustav Möller,"Sidse Babett Knudsen (Eva Hansen)
Sebastian Bull Sarning (Mikkel)
Dar Salim (Rami)
Marina Bouras (Helle)
Olaf Johannessen (Head of Institution)"
268238,The Second Best Exotic Marigold Hotel,John Madden,"Dev Patel (Sonny Kapoor)
Judi Dench (Evelyn Greenslade)
Richard Gere (Guy Chambers)
Maggie Smith (Muriel Donnelly)
Bill Nighy (Douglas Ainslie)"
647,Final Fantasy VII: Advent Children,Tetsuya Nomura,"Takahiro Sakurai (Cloud Strife (voice))
Ayumi Ito (Tifa Lockhart (voice))
Showtaro Morikubo (Kadaj (voice))
Maaya Sakamoto (Aerith Gainsborough (voice))
Keiji Fujiwara (Reno (voice))"
178182,Female Teacher Hunting,Junichi Suzuki,"Yuki Kazamatsuri (Shimako)
Yōko Azusa (Kyoko)
Kyoko Ito (Midori)
Hajime Ishigami (Taisuke)
Hajime Inoue (Daisuke)"
